"","age","gender","tenth","school","MMSE1","MMSE2","MMSE3","MMSE4","MMSE5","MMSE6","MMSE7","MMSE8","MMSE9","MMSE10","MMSE11","MMSE12","MMSE13","MMSE14","MMSE15","MMSE16","MMSE17","MMSE18","MMSE19","MMSE20","MMSE21","MMSE22","MMSE23","MMSE24","MMSE25","MMSE26","MMSE27"
"4848",13,"Female","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4849",12,"Female","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Rarely","Sometimes","Rarely","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4850",12,"Female","Middle School",39,"Agree","Agree","Agree","Disagree","Never/Almost Never","Rarely","Sometimes","Sometimes","Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4851",13,"Female","Middle School",39,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Often","Often","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4852",12,"Female","Middle School",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4861",13,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4862",12,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4863",12,"Female","Middle School",39,"Agree","Agree","Agree","Disagree","Sometimes","Often","Often","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4892",13,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4897",12,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4920",12,"Male","Middle School",22,"Agree","Strongly Agree","Agree","Disagree","Rarely","Often","Sometimes","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4923",13,"Female","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4924",13,"Male","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4931",12,"Female","Middle School",9,"Strongly Agree","Agree","Strongly Agree","Disagree","Rarely","Often","Rarely","Rarely","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4933",12,"Male","Middle School",9,"Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Rarely","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4934",11,"Female","Middle School",9,"Agree","Agree","Agree","Agree","Rarely","Never/Almost Never","Never/Almost Never","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4935",12,"Female","Middle School",9,"Agree","Disagree","Strongly Disagree","Agree","Always/Almost Always","Often","Often","Sometimes","Strongly Agree","Strongly Agree","Fairly Important","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4936",12,"Female","Middle School",9,"Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4937",12,"Female","Middle School",9,"Agree","Disagree","Strongly Disagree","Agree","Always/Almost Always","Often","Often","Often","Agree","Strongly Agree","Quite Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4943",12,"Male","Middle School",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4944",12,"Female","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4945",13,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4946",12,"Male","Middle School",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4949",16,"Female","Middle School",5,"Strongly Agree","Agree","Strongly Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4958",12,"Female","Middle School",5,"Strongly Agree","Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Rarely","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4959",12,"Male","Middle School",5,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Never/Almost Never","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4960",12,"Female","Middle School",5,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Never/Almost Never","Rarely","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4961",12,"Female","Middle School",5,"Agree","Strongly Agree","Strongly Agree","Disagree","Rarely","Never/Almost Never","Never/Almost Never","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4962",12,"Female","Middle School",5,"Strongly Agree","Agree","Strongly Agree","Disagree","Sometimes","Sometimes","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree"
"4963",13,"Female","Middle School",5,"Strongly Agree","Agree","Strongly Agree","Disagree","Never/Almost Never","Rarely","Rarely","Never/Almost Never","Strongly Agree","Agree","Not at all important","Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree"
"4964",12,"Female","Middle School",5,"Agree","Strongly Agree","Agree","Disagree","Rarely","Rarely","Sometimes","Rarely","Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4965",12,"Female","Middle School",5,"Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Sometimes","Rarely","Rarely","Often","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4966",12,"Female","Middle School",5,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4968",12,"Female","Middle School",7,"Strongly Agree","Agree","Agree","Disagree","Rarely","Sometimes","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree"
"4969",12,"Male","Middle School",7,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Rarely","Rarely","Never/Almost Never","Never/Almost Never","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4970",12,"Male","Middle School",7,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Never/Almost Never","Rarely","Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree",NA,"Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4971",12,"Female","Middle School",7,"Agree","Agree","Agree","Disagree","Sometimes","Often","Rarely","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4972",12,"Female","Middle School",7,"Agree","Disagree","Agree","Disagree","Rarely","Rarely","Often","Sometimes","Agree","Disagree","Fairly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree"
"4973",12,"Male","Middle School",7,"Disagree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Strongly Agree","Not at all important",NA,"Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree",NA,"Agree","Agree","Agree"
"4974",12,"Male","Middle School",7,"Agree","Agree","Agree","Strongly Disagree","Rarely","Sometimes","Rarely","Rarely","Strongly Agree","Strongly Agree","Slightly Important","Strongly Agree","Disagree","Disagree","Disagree",NA,"Agree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree"
"4975",12,"Female","Middle School",7,"Agree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4976",12,"Female","Middle School",7,"Agree","Agree","Agree","Disagree","Sometimes","Often","Rarely","Sometimes","Strongly Agree","Agree","Not at all important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4977",12,"Male","Middle School",7,"Agree","Agree","Agree","Disagree","Rarely","Rarely","Rarely","Sometimes","Agree","Agree","Slightly Important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4979",12,"Female","Middle School",7,"Strongly Disagree","Strongly Agree","Agree","Strongly Disagree","Often","Rarely","Sometimes","Never/Almost Never","Agree","Agree","Very Important","Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree"
"4980",11,"Female","Middle School",7,"Strongly Disagree","Agree","Agree","Disagree","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Disagree"
"4981",12,"Female","Middle School",7,"Agree","Agree","Agree","Disagree","Rarely","Sometimes","Often","Rarely","Agree","Agree","Slightly Important","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree"
"4982",12,"Male","Middle School",7,"Disagree","Disagree","Disagree","Agree","Sometimes","Often","Often","Sometimes","Strongly Agree","Agree","Slightly Important","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"4983",12,"Female","Middle School",7,"Agree","Agree","Agree","Agree","Often","Rarely","Rarely","Sometimes","Agree","Agree","Not at all important","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree"
"4984",12,"Female","Middle School",7,"Agree","Agree","Disagree","Disagree","Often","Often","Rarely","Sometimes","Strongly Agree","Strongly Agree","Not at all important","Strongly Agree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
"4985",12,"Male","Middle School",7,"Agree","Agree","Agree","Agree","Sometimes","Rarely","Rarely","Rarely","Strongly Agree","Strongly Agree","Not at all important","Agree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree"
"5007",13,"Female","Middle School",27,"Agree","Strongly Agree","Agree","Disagree","Sometimes","Sometimes","Rarely","Often","Agree","Agree","Slightly Important","Agree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree"
